	Game_id	Person_id	PSc	PAg	Possessions	ORTG	DRTG
3037	9da3345a6665c45dac22d04f78d8a355	36fdadf436b164ee29174c8e1fde7271	0	0	0		
3038	9da3345a6665c45dac22d04f78d8a355	fe8aca56ad93b72526d622348b190ec3	73	79	104	0.7019230769230769	0.7596153846153846
3039	9da3345a6665c45dac22d04f78d8a355	3007e387a7d41a704390cb5878271b9a	78	91	127	0.6141732283464567	0.7165354330708661
3040	9da3345a6665c45dac22d04f78d8a355	942a84f05f4ab956125f68ec0963481f	55	45	77	0.7142857142857143	0.5844155844155844
3041	9da3345a6665c45dac22d04f78d8a355	c950aaad2e56c87e9ac7281016d37cb6	0	2	2	0.0	1.0
3042	9da3345a6665c45dac22d04f78d8a355	324b2f11b1cd08156cceb7206ef69820	67	78	108	0.6203703703703703	0.7222222222222222
3043	9da3345a6665c45dac22d04f78d8a355	619d3e44dc84b366bd685de3e94b3bec	0	0	0		
3044	9da3345a6665c45dac22d04f78d8a355	4cf82b670bd014fbd6b99ca1ffa25a4f	3	0	5	0.6	0.0
3045	9da3345a6665c45dac22d04f78d8a355	89c519190d06b39ae85634965daafa5c	3	0	5	0.6	0.0
3046	9da3345a6665c45dac22d04f78d8a355	18a823379f2bf4e4be8b419698cde91c	0	0	0		
3047	9da3345a6665c45dac22d04f78d8a355	cf81e3b197158f3ddedae95005aa9859	78	87	124	0.6290322580645161	0.7016129032258065
3048	9da3345a6665c45dac22d04f78d8a355	eeaac18e3ac23a64e844e9686189d005	3	0	5	0.6	0.0
3049	9da3345a6665c45dac22d04f78d8a355	769cf4fe28af6cafc5887879e7f7f40f	0	0	0		
3090	9fac61d1e1988c53408cfc2578f2c683	3a8fc4116033a64429f01a035c6a49a7	34	46	58	0.5862068965517241	0.7931034482758621
3091	9fac61d1e1988c53408cfc2578f2c683	13c788c95d108e54fa47954ed5fd5ea3	31	42	57	0.543859649122807	0.7368421052631579
3092	9fac61d1e1988c53408cfc2578f2c683	8d19062a45447f3ce489ffe800f37f5f	29	35	50	0.58	0.7
3093	9fac61d1e1988c53408cfc2578f2c683	255fe2a8be0ed5c06dd99969ab4fea55	37	34	55	0.6727272727272727	0.6181818181818182
3094	9fac61d1e1988c53408cfc2578f2c683	94e99d76e87ee926faab66d382b3a955	0	0	0		
3095	9fac61d1e1988c53408cfc2578f2c683	52c6125836c465f4ac5232121dacb49d	44	37	62	0.7096774193548387	0.5967741935483871
3096	9fac61d1e1988c53408cfc2578f2c683	ff59dc439c6c323320bc355afe884fcb	61	51	72	0.8472222222222222	0.7083333333333334
3097	9fac61d1e1988c53408cfc2578f2c683	0b703add83e9319d7b3accc14e153436	68	87	103	0.6601941747572816	0.8446601941747572
3098	9fac61d1e1988c53408cfc2578f2c683	00dfcb8ff40beed2ee4af80916204a58	58	61	83	0.6987951807228916	0.7349397590361446
3099	9fac61d1e1988c53408cfc2578f2c683	3626b893fc73a5cbd67d1ea48a5c7039	81	63	94	0.8617021276595744	0.6702127659574468
3100	9fac61d1e1988c53408cfc2578f2c683	0b978fcfa7f2ec839c563a755e345ff8	7	12	13	0.5384615384615384	0.9230769230769231
3101	9fac61d1e1988c53408cfc2578f2c683	bfef77a3e57907855444410d490e7bfd	29	33	36	0.8055555555555556	0.9166666666666666
3102	9fac61d1e1988c53408cfc2578f2c683	1a6703883f8f47bb4daf09c03be3bda2	0	0	0		
3103	9fac61d1e1988c53408cfc2578f2c683	f520076c438bdbb3a33e931972c16ad0	39	38	49	0.7959183673469388	0.7755102040816326
3104	9fac61d1e1988c53408cfc2578f2c683	47890bf1519246ead13c80cf3c510e13	60	78	90	0.6666666666666666	0.8666666666666667
3105	9fac61d1e1988c53408cfc2578f2c683	31598ba01a3fff03ed0a87d7dea11dfe	84	73	107	0.7850467289719626	0.6822429906542056
3106	9fac61d1e1988c53408cfc2578f2c683	fe8ff2345a8555f1120d0720e2073c7e	0	0	0		
3107	9fac61d1e1988c53408cfc2578f2c683	d63f6d3cb837e14523a89546ff649ed7	48	47	68	0.7058823529411765	0.6911764705882353
3108	9fac61d1e1988c53408cfc2578f2c683	a1591595c04d12e88e3cb427fb667618	82	66	102	0.803921568627451	0.6470588235294118
3109	9fac61d1e1988c53408cfc2578f2c683	c89d63b476d7be2cfa33eb67cd6c5919	12	7	13	0.9230769230769231	0.5384615384615384
3110	9fac61d1e1988c53408cfc2578f2c683	c5c352c305f614a4fe9c96b6a773c99c	0	0	0		
3111	9fac61d1e1988c53408cfc2578f2c683	bd415960db1148fa1c6de4dbc51b067b	34	44	56	0.6071428571428571	0.7857142857142857
3112	9fac61d1e1988c53408cfc2578f2c683	6f6a807d57aae8f651222523dc82dc35	65	49	80	0.8125	0.6125
3113	9fac61d1e1988c53408cfc2578f2c683	fbcda0bcb861e4726ca8871b8965ede4	46	43	68	0.6764705882352942	0.6323529411764706
3114	9fac61d1e1988c53408cfc2578f2c683	14de632b07100527b0ced12fd4eeffb7	7	12	13	0.5384615384615384	0.9230769230769231
3115	9fac61d1e1988c53408cfc2578f2c683	1cff56681f0b176adcc1e200db46a5b7	37	34	44	0.8409090909090909	0.7727272727272727
3116	9fac61d1e1988c53408cfc2578f2c683	821887f9a002be16b5f79729fae59e01	0	0	0		
3117	9fac61d1e1988c53408cfc2578f2c683	3148b2a0373506f3300ec3fe810bed31	23	24	31	0.7419354838709677	0.7741935483870968
3118	9fac61d1e1988c53408cfc2578f2c683	3d75035d20b173a867d4bf32c8a58f0b	7	12	13	0.5384615384615384	0.9230769230769231
3119	9fac61d1e1988c53408cfc2578f2c683	994d4bfb330252711453c9d964af6e95	12	7	13	0.9230769230769231	0.5384615384615384
3160	a466c76e072fd634f6d4a8938fb63caa	7d14d9d4694ff8e1bde7394c613842e2	40	40	68	0.5882352941176471	0.5882352941176471
3161	a466c76e072fd634f6d4a8938fb63caa	95c8abc40fb4ecf4fa5627975450dc95	92	91	136	0.6764705882352942	0.6691176470588235
3162	a466c76e072fd634f6d4a8938fb63caa	88de21714213b1a22a63ed1dfec267c8	0	0	0		
3163	a466c76e072fd634f6d4a8938fb63caa	cbcdba92e7ebacd9418f0bf29a6f6d13	23	21	36	0.6388888888888888	0.5833333333333334
3164	a466c76e072fd634f6d4a8938fb63caa	fa9ea3ddb13b576d0a7db1b23842c00e	0	0	0		
3165	a466c76e072fd634f6d4a8938fb63caa	8ef226e011978823e53492a28d71217f	69	62	94	0.7340425531914894	0.6595744680851063
3166	a466c76e072fd634f6d4a8938fb63caa	1ddd9c3d32c6f8245158a15b58b38992	0	0	0		
3167	a466c76e072fd634f6d4a8938fb63caa	9cf34a85700c146eaf259ed7a818ad63	76	75	119	0.6386554621848739	0.6302521008403361
3168	a466c76e072fd634f6d4a8938fb63caa	90115ca1e9f545b291b18a7db8d2a700	65	72	98	0.6632653061224489	0.7346938775510204
3169	a466c76e072fd634f6d4a8938fb63caa	95c17413c3df2cb6709f0b23d27b5340	10	13	23	0.43478260869565216	0.5652173913043478
3170	a466c76e072fd634f6d4a8938fb63caa	3773aefed22b2274d2178f90bb6a858a	104	96	149	0.697986577181208	0.6442953020134228
3171	a466c76e072fd634f6d4a8938fb63caa	b265ffd84dbeef427136d140811e7d5f	23	26	33	0.696969696969697	0.7878787878787878
3172	a466c76e072fd634f6d4a8938fb63caa	1d457397b925e5819869db6e806c9967	0	0	0		
3173	a466c76e072fd634f6d4a8938fb63caa	387ed8d45a1786fa72e95732df2dac4f	40	26	57	0.7017543859649122	0.45614035087719296
3174	a466c76e072fd634f6d4a8938fb63caa	dec83d2271a993d4a217b1265d702bcb	60	75	100	0.6	0.75
3175	a466c76e072fd634f6d4a8938fb63caa	0e6ad08f07aa1d0f125692af405249b9	94	97	146	0.6438356164383562	0.6643835616438356
3176	a466c76e072fd634f6d4a8938fb63caa	3c4073c5a42291d8db41f245f22940c7	0	0	0		
3177	a466c76e072fd634f6d4a8938fb63caa	fe8aca56ad93b72526d622348b190ec3	0	0	0		
3178	a466c76e072fd634f6d4a8938fb63caa	c3fab6cfaf545b6172bc6c7c099a39f1	19	31	38	0.5	0.8157894736842105
3179	a466c76e072fd634f6d4a8938fb63caa	3007e387a7d41a704390cb5878271b9a	84	84	124	0.6774193548387096	0.6774193548387096
3180	a466c76e072fd634f6d4a8938fb63caa	2fd8063b8cb4a66e2658b3a33dfa4850	0	0	0		
3181	a466c76e072fd634f6d4a8938fb63caa	324b2f11b1cd08156cceb7206ef69820	102	84	140	0.7285714285714285	0.6
3182	a466c76e072fd634f6d4a8938fb63caa	11f83d15ab55554432254788bba1e58f	74	78	122	0.6065573770491803	0.639344262295082
3183	a466c76e072fd634f6d4a8938fb63caa	4cf82b670bd014fbd6b99ca1ffa25a4f	0	0	0		
3184	a466c76e072fd634f6d4a8938fb63caa	89c519190d06b39ae85634965daafa5c	0	0	0		
3185	a466c76e072fd634f6d4a8938fb63caa	cf81e3b197158f3ddedae95005aa9859	102	93	147	0.6938775510204082	0.6326530612244898
3186	a466c76e072fd634f6d4a8938fb63caa	fded22dce8e6e398001981ec5077d3a5	0	0	0		
3187	a466c76e072fd634f6d4a8938fb63caa	eeaac18e3ac23a64e844e9686189d005	23	35	48	0.4791666666666667	0.7291666666666666
3188	a466c76e072fd634f6d4a8938fb63caa	e78a1d607e24b45967811d15848bfa7f	0	1	2	0.0	0.5
3189	a466c76e072fd634f6d4a8938fb63caa	769cf4fe28af6cafc5887879e7f7f40f	0	0	0		
3240	a48be9b24719a0473155288a5c081448	bce6c859f6e409e45c3665c11e202ca9	59	56	85	0.6941176470588235	0.6588235294117647
3241	a48be9b24719a0473155288a5c081448	5a634567f5022bf46e1c990096fceb9f	13	17	28	0.4642857142857143	0.6071428571428571
3242	a48be9b24719a0473155288a5c081448	59c61598abe68e36e2a0f6b24f5344a9	26	25	41	0.6341463414634146	0.6097560975609756
3243	a48be9b24719a0473155288a5c081448	ade82b71d52bf8ebd00f724b25c87e95	73	65	96	0.7604166666666666	0.6770833333333334
3244	a48be9b24719a0473155288a5c081448	7a1c1f680a11456d505f05fa70712213	68	74	114	0.5964912280701754	0.6491228070175439
3245	a48be9b24719a0473155288a5c081448	ffc3716da11461d5337f42c2e9590797	40	44	60	0.6666666666666666	0.7333333333333333
3246	a48be9b24719a0473155288a5c081448	16d76c912992709c8be29b896b8f9417	66	61	101	0.6534653465346535	0.6039603960396039
3247	a48be9b24719a0473155288a5c081448	053f6b9f70bbc1116e3af3c8a2ecdbe6	0	0	0		
3248	a48be9b24719a0473155288a5c081448	e51630054008b5867f9fe3e04d1dd016	49	55	78	0.6282051282051282	0.7051282051282052
3249	a48be9b24719a0473155288a5c081448	71646c64f62c2748740c45b469e0d611	67	63	101	0.6633663366336634	0.6237623762376238
3250	a48be9b24719a0473155288a5c081448	758bfe4f98e1d0fc26ef37ef7f9688e4	0	0	0		
3251	a48be9b24719a0473155288a5c081448	cf76849b2d40cd089fa8fe823846b717	0	0	0		
3252	a48be9b24719a0473155288a5c081448	2ffe19dc39838eaa55a52d7b2fbd687c	91	84	129	0.7054263565891473	0.6511627906976745
3253	a48be9b24719a0473155288a5c081448	f1970daaab6bd4c23edea9c6e4305b12	59	62	100	0.59	0.62
3254	a48be9b24719a0473155288a5c081448	3fa713b9a00c76b7b09419786eaf79e0	63	67	93	0.6774193548387096	0.7204301075268817
3255	a48be9b24719a0473155288a5c081448	49399a850e5eedd6953e506218ebd4b2	0	0	0		
3256	a48be9b24719a0473155288a5c081448	5b0d8dd8f942cf81c88a4ab317b20fc5	9	16	23	0.391304347826087	0.6956521739130435
3257	a48be9b24719a0473155288a5c081448	2d4ae904a46dd8141197a4bdbcbcebea	81	75	112	0.7232142857142857	0.6696428571428571
3258	a48be9b24719a0473155288a5c081448	661390debadbc4b6d53f7d1883cdd279	19	18	33	0.5757575757575758	0.5454545454545454
3259	a48be9b24719a0473155288a5c081448	86f33f0bc083cd2e9c543c4631d5690b	68	70	109	0.6238532110091743	0.6422018348623854
3260	a48be9b24719a0473155288a5c081448	682ee02d38c947defb4cf5e30fba6f96	76	72	110	0.6909090909090909	0.6545454545454545
3261	a48be9b24719a0473155288a5c081448	745fd2a3e78aaceb805e7bc19cf5f126	0	0	0		
3262	a48be9b24719a0473155288a5c081448	a0a99aa6dcb9947e8501d3c17e89cf01	16	15	24	0.6666666666666666	0.625
3263	a48be9b24719a0473155288a5c081448	d32d7f7ead681a3c45ac0401b025169b	82	86	123	0.6666666666666666	0.6991869918699187
3264	a48be9b24719a0473155288a5c081448	24e7fa348c6b922fe075358bdabc0b29	0	0	0		
3265	a48be9b24719a0473155288a5c081448	d1159a16ddc833d8787756a5b90b9141	0	0	0		
3266	a48be9b24719a0473155288a5c081448	df04a338c0749cef4022674be6803411	0	0	0		
3267	a48be9b24719a0473155288a5c081448	f53d9aa67d5fed6677cf8d57a4707485	0	0	0		
3268	a48be9b24719a0473155288a5c081448	01e5ad8b6847aa68c70fe1acc54a884d	0	0	0		
3269	a48be9b24719a0473155288a5c081448	3d784b11288b827cbd97d6dbcd6602ec	0	0	0		
3310	a69272714a8340233730bd697769b261	fb64ca4b8beaf4c4c6e4575fe2f3abd7	76	89	134	0.5671641791044776	0.664179104477612
3311	a69272714a8340233730bd697769b261	f3d6e924c2736c9e5771b0784e31c2df	0	0	0		
3312	a69272714a8340233730bd697769b261	32c044aa84d75ccd78c3c9f2aeb33bd9	0	9	12	0.0	0.75
3313	a69272714a8340233730bd697769b261	efdf75393e50b635b2ea854471a88345	0	0	0		
3314	a69272714a8340233730bd697769b261	7f438c18058290903c46dfe9d71bd68a	55	63	99	0.5555555555555556	0.6363636363636364
3315	a69272714a8340233730bd697769b261	8c7a7249d80b1489594b3a2a87f3f19d	14	16	33	0.42424242424242425	0.48484848484848486
3316	a69272714a8340233730bd697769b261	1dabb767e07d0aa702ee58d41c15eab1	36	54	77	0.4675324675324675	0.7012987012987013
3317	a69272714a8340233730bd697769b261	3691a0fcae960edcb40de2300f0f4a90	63	42	87	0.7241379310344828	0.4827586206896552
3318	a69272714a8340233730bd697769b261	95920e4bf5b6c15ba8dffbf959b38ba5	56	63	103	0.5436893203883495	0.6116504854368932
3319	a69272714a8340233730bd697769b261	722a380c9b59ef42226e8d392824dcb9	25	37	53	0.4716981132075472	0.6981132075471698
3320	a69272714a8340233730bd697769b261	418c3464b096a90c269ae5145ddf4d92	59	44	98	0.6020408163265306	0.4489795918367347
3321	a69272714a8340233730bd697769b261	ce131b461fdfb50c5c1276a796638466	27	22	38	0.7105263157894737	0.5789473684210527
3322	a69272714a8340233730bd697769b261	900cd9f9e6b0339101bbc843bc0fec6c	39	41	65	0.6	0.6307692307692307
3323	a69272714a8340233730bd697769b261	ef8b068ab7ac9d387b256404acd24cd5	2	3	5	0.4	0.6
3324	a69272714a8340233730bd697769b261	6861bcedc7a5448ec9fb79c65db0ef6f	44	43	67	0.6567164179104478	0.6417910447761194
3325	a69272714a8340233730bd697769b261	95e4a68c9596fa7884f955c14ab1ea84	77	58	112	0.6875	0.5178571428571429
3326	a69272714a8340233730bd697769b261	4c4a14556a26a6fb83497a85c5bba602	78	57	108	0.7222222222222222	0.5277777777777778
3327	a69272714a8340233730bd697769b261	e49b2cc3f9aacd500b11a35b1c57112d	47	47	74	0.6351351351351351	0.6351351351351351
3328	a69272714a8340233730bd697769b261	36fdadf436b164ee29174c8e1fde7271	32	39	48	0.6666666666666666	0.8125
3329	a69272714a8340233730bd697769b261	349033e700f4f61c4acecbfbfe4225eb	0	0	0		
3330	a69272714a8340233730bd697769b261	64e4b07f8d90902bcab1aa9e6b5d2ecf	66	51	106	0.6226415094339622	0.4811320754716981
3331	a69272714a8340233730bd697769b261	83d6b908e0df4b3aa13b684fa74c544c	0	0	0		
3332	a69272714a8340233730bd697769b261	942a84f05f4ab956125f68ec0963481f	55	67	102	0.5392156862745098	0.6568627450980392
3333	a69272714a8340233730bd697769b261	c950aaad2e56c87e9ac7281016d37cb6	2	3	5	0.4	0.6
3334	a69272714a8340233730bd697769b261	137eed94de2c9698e4ac04e9ae73df02	37	42	64	0.578125	0.65625
3335	a69272714a8340233730bd697769b261	619d3e44dc84b366bd685de3e94b3bec	0	0	0		
3336	a69272714a8340233730bd697769b261	456adb7fd5329bfe1c8dce6b5dafa22c	0	0	0		
3337	a69272714a8340233730bd697769b261	18a823379f2bf4e4be8b419698cde91c	0	0	0		
3338	a69272714a8340233730bd697769b261	f5e2c91dffa679bce11356eb8b60d26c	0	0	0		
3339	a69272714a8340233730bd697769b261	a4d4f9a2e312a7969d818a7175266578	0	0	0		
3380	a83f772456480ca41ef5fbe62ce70c7e	3a8fc4116033a64429f01a035c6a49a7	68	49	72	0.9444444444444444	0.6805555555555556
3381	a83f772456480ca41ef5fbe62ce70c7e	13c788c95d108e54fa47954ed5fd5ea3	45	44	61	0.7377049180327869	0.7213114754098361
3382	a83f772456480ca41ef5fbe62ce70c7e	8d19062a45447f3ce489ffe800f37f5f	33	41	55	0.6	0.7454545454545455
3383	a83f772456480ca41ef5fbe62ce70c7e	255fe2a8be0ed5c06dd99969ab4fea55	31	36	45	0.6888888888888889	0.8
3384	a83f772456480ca41ef5fbe62ce70c7e	94e99d76e87ee926faab66d382b3a955	0	0	0		
3385	a83f772456480ca41ef5fbe62ce70c7e	52c6125836c465f4ac5232121dacb49d	44	53	64	0.6875	0.828125
3386	a83f772456480ca41ef5fbe62ce70c7e	ff59dc439c6c323320bc355afe884fcb	44	48	67	0.6567164179104478	0.7164179104477612
3387	a83f772456480ca41ef5fbe62ce70c7e	0b703add83e9319d7b3accc14e153436	79	72	102	0.7745098039215687	0.7058823529411765
3388	a83f772456480ca41ef5fbe62ce70c7e	00dfcb8ff40beed2ee4af80916204a58	76	61	99	0.7676767676767676	0.6161616161616161
3389	a83f772456480ca41ef5fbe62ce70c7e	3626b893fc73a5cbd67d1ea48a5c7039	79	86	114	0.6929824561403509	0.7543859649122807
3390	a83f772456480ca41ef5fbe62ce70c7e	0b978fcfa7f2ec839c563a755e345ff8	15	17	22	0.6818181818181818	0.7727272727272727
3391	a83f772456480ca41ef5fbe62ce70c7e	bfef77a3e57907855444410d490e7bfd	26	28	42	0.6190476190476191	0.6666666666666666
3392	a83f772456480ca41ef5fbe62ce70c7e	1a6703883f8f47bb4daf09c03be3bda2	0	0	0		
3393	a83f772456480ca41ef5fbe62ce70c7e	f520076c438bdbb3a33e931972c16ad0	37	38	59	0.6271186440677966	0.6440677966101694
3394	a83f772456480ca41ef5fbe62ce70c7e	47890bf1519246ead13c80cf3c510e13	78	57	92	0.8478260869565217	0.6195652173913043
3395	a83f772456480ca41ef5fbe62ce70c7e	31598ba01a3fff03ed0a87d7dea11dfe	73	91	115	0.6347826086956522	0.7913043478260869
3396	a83f772456480ca41ef5fbe62ce70c7e	fe8ff2345a8555f1120d0720e2073c7e	0	0	0		
3397	a83f772456480ca41ef5fbe62ce70c7e	d63f6d3cb837e14523a89546ff649ed7	4	5	7	0.5714285714285714	0.7142857142857143
3398	a83f772456480ca41ef5fbe62ce70c7e	a1591595c04d12e88e3cb427fb667618	72	85	111	0.6486486486486487	0.7657657657657657
3399	a83f772456480ca41ef5fbe62ce70c7e	c89d63b476d7be2cfa33eb67cd6c5919	0	0	0		
3400	a83f772456480ca41ef5fbe62ce70c7e	c5c352c305f614a4fe9c96b6a773c99c	0	0	0		
3401	a83f772456480ca41ef5fbe62ce70c7e	bd415960db1148fa1c6de4dbc51b067b	50	41	59	0.847457627118644	0.6949152542372882
3402	a83f772456480ca41ef5fbe62ce70c7e	6f6a807d57aae8f651222523dc82dc35	34	35	43	0.7906976744186046	0.813953488372093
3403	a83f772456480ca41ef5fbe62ce70c7e	fbcda0bcb861e4726ca8871b8965ede4	32	36	47	0.6808510638297872	0.7659574468085106
3404	a83f772456480ca41ef5fbe62ce70c7e	14de632b07100527b0ced12fd4eeffb7	0	0	0		
3405	a83f772456480ca41ef5fbe62ce70c7e	1cff56681f0b176adcc1e200db46a5b7	45	42	64	0.703125	0.65625
3406	a83f772456480ca41ef5fbe62ce70c7e	821887f9a002be16b5f79729fae59e01	0	0	0		
3407	a83f772456480ca41ef5fbe62ce70c7e	3148b2a0373506f3300ec3fe810bed31	0	0	0		
3408	a83f772456480ca41ef5fbe62ce70c7e	3d75035d20b173a867d4bf32c8a58f0b	0	0	0		
3409	a83f772456480ca41ef5fbe62ce70c7e	994d4bfb330252711453c9d964af6e95	0	0	0		
3450	ac246b4083eff03543a7d58536808eb4	fb64ca4b8beaf4c4c6e4575fe2f3abd7	97	95	133	0.7293233082706767	0.7142857142857143
3451	ac246b4083eff03543a7d58536808eb4	f3d6e924c2736c9e5771b0784e31c2df	0	0	0		
3452	ac246b4083eff03543a7d58536808eb4	32c044aa84d75ccd78c3c9f2aeb33bd9	53	50	68	0.7794117647058824	0.7352941176470589
3453	ac246b4083eff03543a7d58536808eb4	efdf75393e50b635b2ea854471a88345	0	0	0		
3454	ac246b4083eff03543a7d58536808eb4	7f438c18058290903c46dfe9d71bd68a	74	72	103	0.7184466019417476	0.6990291262135923
3455	ac246b4083eff03543a7d58536808eb4	8c7a7249d80b1489594b3a2a87f3f19d	42	42	57	0.7368421052631579	0.7368421052631579
3456	ac246b4083eff03543a7d58536808eb4	1dabb767e07d0aa702ee58d41c15eab1	58	50	73	0.7945205479452054	0.684931506849315
3457	ac246b4083eff03543a7d58536808eb4	3691a0fcae960edcb40de2300f0f4a90	75	79	107	0.7009345794392523	0.7383177570093458
3458	ac246b4083eff03543a7d58536808eb4	95920e4bf5b6c15ba8dffbf959b38ba5	53	51	72	0.7361111111111112	0.7083333333333334
3459	ac246b4083eff03543a7d58536808eb4	722a380c9b59ef42226e8d392824dcb9	0	0	0		
3460	ac246b4083eff03543a7d58536808eb4	418c3464b096a90c269ae5145ddf4d92	68	63	89	0.7640449438202247	0.7078651685393258
3461	ac246b4083eff03543a7d58536808eb4	ce131b461fdfb50c5c1276a796638466	13	17	21	0.6190476190476191	0.8095238095238095
3462	ac246b4083eff03543a7d58536808eb4	900cd9f9e6b0339101bbc843bc0fec6c	50	52	73	0.684931506849315	0.7123287671232876
3463	ac246b4083eff03543a7d58536808eb4	ef8b068ab7ac9d387b256404acd24cd5	19	12	22	0.8636363636363636	0.5454545454545454
3464	ac246b4083eff03543a7d58536808eb4	6861bcedc7a5448ec9fb79c65db0ef6f	32	41	51	0.6274509803921569	0.803921568627451
3465	ac246b4083eff03543a7d58536808eb4	95e4a68c9596fa7884f955c14ab1ea84	75	77	100	0.75	0.77
3466	ac246b4083eff03543a7d58536808eb4	4c4a14556a26a6fb83497a85c5bba602	87	87	119	0.7310924369747899	0.7310924369747899
3467	ac246b4083eff03543a7d58536808eb4	e49b2cc3f9aacd500b11a35b1c57112d	47	49	66	0.7121212121212122	0.7424242424242424
3468	ac246b4083eff03543a7d58536808eb4	36fdadf436b164ee29174c8e1fde7271	35	36	51	0.6862745098039216	0.7058823529411765
3469	ac246b4083eff03543a7d58536808eb4	349033e700f4f61c4acecbfbfe4225eb	0	0	0		
3470	ac246b4083eff03543a7d58536808eb4	64e4b07f8d90902bcab1aa9e6b5d2ecf	46	47	61	0.7540983606557377	0.7704918032786885
3471	ac246b4083eff03543a7d58536808eb4	83d6b908e0df4b3aa13b684fa74c544c	0	0	0		
3472	ac246b4083eff03543a7d58536808eb4	942a84f05f4ab956125f68ec0963481f	42	43	55	0.7636363636363637	0.7818181818181819
3473	ac246b4083eff03543a7d58536808eb4	c950aaad2e56c87e9ac7281016d37cb6	0	0	0		
3474	ac246b4083eff03543a7d58536808eb4	137eed94de2c9698e4ac04e9ae73df02	54	57	79	0.6835443037974683	0.7215189873417721
3475	ac246b4083eff03543a7d58536808eb4	619d3e44dc84b366bd685de3e94b3bec	0	0	0		
3476	ac246b4083eff03543a7d58536808eb4	456adb7fd5329bfe1c8dce6b5dafa22c	0	0	0		
3477	ac246b4083eff03543a7d58536808eb4	18a823379f2bf4e4be8b419698cde91c	0	0	0		
3478	ac246b4083eff03543a7d58536808eb4	f5e2c91dffa679bce11356eb8b60d26c	0	0	0		
3479	ac246b4083eff03543a7d58536808eb4	a4d4f9a2e312a7969d818a7175266578	0	0	0		
3520	acf9fc13f76192889b8ae5c28d229591	ed2c00d1cbd80e8b960a98d5ae0bda44	36	35	58	0.6206896551724138	0.603448275862069
3521	acf9fc13f76192889b8ae5c28d229591	8b27d0fe8268b3f83de96b7e198ca2c0	0	0	0		
3522	acf9fc13f76192889b8ae5c28d229591	4b35bf5cc8eebb940aa41c466bff7277	72	57	102	0.7058823529411765	0.5588235294117647
3523	acf9fc13f76192889b8ae5c28d229591	95c8abc40fb4ecf4fa5627975450dc95	63	75	104	0.6057692307692307	0.7211538461538461
3524	acf9fc13f76192889b8ae5c28d229591	b65cb97208a56cc4f7071616f1605b3d	51	54	83	0.6144578313253012	0.6506024096385542
3525	acf9fc13f76192889b8ae5c28d229591	9d727edb4746e585028aabb9e1822cda	0	0	0		
3526	acf9fc13f76192889b8ae5c28d229591	cbcdba92e7ebacd9418f0bf29a6f6d13	15	17	33	0.45454545454545453	0.5151515151515151
3527	acf9fc13f76192889b8ae5c28d229591	fa9ea3ddb13b576d0a7db1b23842c00e	0	0	0		
3528	acf9fc13f76192889b8ae5c28d229591	1ddd9c3d32c6f8245158a15b58b38992	0	0	0		
3529	acf9fc13f76192889b8ae5c28d229591	9cf34a85700c146eaf259ed7a818ad63	66	73	114	0.5789473684210527	0.6403508771929824
3530	acf9fc13f76192889b8ae5c28d229591	b265ffd84dbeef427136d140811e7d5f	32	40	51	0.6274509803921569	0.7843137254901961
3531	acf9fc13f76192889b8ae5c28d229591	f42e50d6a567798c9540b0cf7447337e	41	43	73	0.5616438356164384	0.589041095890411
3532	acf9fc13f76192889b8ae5c28d229591	387ed8d45a1786fa72e95732df2dac4f	4	4	10	0.4	0.4
3533	acf9fc13f76192889b8ae5c28d229591	fe8aca56ad93b72526d622348b190ec3	51	62	88	0.5795454545454546	0.7045454545454546
3534	acf9fc13f76192889b8ae5c28d229591	8c646f2710d4f64955903039fdc6374e	80	57	112	0.7142857142857143	0.5089285714285714
3535	acf9fc13f76192889b8ae5c28d229591	b43d8e250bbf5bf03bcbbd2f48141acd	78	79	112	0.6964285714285714	0.7053571428571429
3536	acf9fc13f76192889b8ae5c28d229591	6a47aad050b23defa36c9d566a0570ff	86	70	124	0.6935483870967742	0.5645161290322581
3537	acf9fc13f76192889b8ae5c28d229591	e9b4d02c8216e149e1b0c69c9feb6541	3	3	8	0.375	0.375
3538	acf9fc13f76192889b8ae5c28d229591	fd5f6da99b2abc7327464a9135ccd904	0	0	0		
3539	acf9fc13f76192889b8ae5c28d229591	3007e387a7d41a704390cb5878271b9a	69	84	121	0.5702479338842975	0.6942148760330579
3540	acf9fc13f76192889b8ae5c28d229591	87d5036c732e89f1d2566f24b5c17113	68	62	103	0.6601941747572816	0.6019417475728155
3541	acf9fc13f76192889b8ae5c28d229591	324b2f11b1cd08156cceb7206ef69820	52	57	84	0.6190476190476191	0.6785714285714286
3542	acf9fc13f76192889b8ae5c28d229591	3affc10638c65869d7d1aa53290b22c2	0	0	0		
3543	acf9fc13f76192889b8ae5c28d229591	91766e9c4990a0f665ec890383f84359	0	0	0		
3544	acf9fc13f76192889b8ae5c28d229591	4cf82b670bd014fbd6b99ca1ffa25a4f	6	4	12	0.5	0.3333333333333333
3545	acf9fc13f76192889b8ae5c28d229591	89c519190d06b39ae85634965daafa5c	6	4	12	0.5	0.3333333333333333
3546	acf9fc13f76192889b8ae5c28d229591	aed0411cb17a045654ad29b423260ebd	0	0	0		
3547	acf9fc13f76192889b8ae5c28d229591	cf81e3b197158f3ddedae95005aa9859	72	74	103	0.6990291262135923	0.7184466019417476
